Date, Element No, Used interval, SM16 Interval (new), SM17 Interval (new), SM17/SM16 Interval ratio, R (SM16), R (SM17)(exp), R (SM17), Grade, Success, abs RM16, abs RM17 (expected), abs RM17 (predicted), abs R-Metric, sqr R-Metric, Title,
Jul 06 2022 05:34:29,129,5,1,1,1,0.653,0.793,0.957,2,0,0.6534,0.7928,0.9568,-0.3033,-0.4884,20 [.]
Jul 06 2022 05:34:35,176,3,10,6,0.55,0.774,0.881,0.881,4,1,0.2261,0.1189,0.1189,0.1072,0.037,36 [.]
Jul 06 2022 05:34:48,42,5,17,5,0.27,0.651,0.79,0.79,5,1,0.3486,0.2103,0.2103,0.1383,0.0773,A 工[.]
Jul 06 2022 05:35:03,219,3,1,2,2.39,0.773,0.877,0.974,1,0,0.7726,0.877,0.9738,-0.2013,-0.3515,60 [.]
Jul 06 2022 05:35:19,294,1,1,1,1,0.917,0.987,0.987,1,0,0.9173,0.9871,0.9871,-0.0698,-0.1329,94 [.]
Jul 06 2022 05:35:28,259,3,10,7,0.7,0.771,0.859,0.972,4,1,0.2287,0.141,0.0282,0.2005,0.0515,80 [.]
Jul 06 2022 05:36:19,195,3,1,1,1,0.771,0.853,0.971,1,0,0.7708,0.8532,0.9708,-0.2,-0.3483,45 [.]
Jul 06 2022 05:36:43,52,2,4,4,1.12,0.84,0.832,0.919,4,1,0.1597,0.1676,0.0809,0.0788,0.019,Q 金[.]
Jul 06 2022 05:37:00,234,1,1,1,1,0.916,0.932,0.969,1,0,0.9165,0.9318,0.969,-0.0525,-0.099,65 [.]
Jul 06 2022 05:37:11,171,3,1,1,1,0.769,0.854,0.972,2,0,0.7691,0.8539,0.972,-0.2029,-0.3533,31 [.]
Jul 06 2022 05:37:23,291,1,2,7,3.37,0.916,0.985,0.988,4,1,0.084,0.0146,0.0124,0.0715,0.0069,91 [.]
Jul 06 2022 05:37:39,134,1,2,2,1.08,0.916,0.932,0.807,4,1,0.0841,0.0681,0.193,-0.1089,-0.0302,15 [.]
Jul 06 2022 05:37:45,175,3,10,11,1.1,0.768,0.86,0.974,4,1,0.2324,0.1398,0.026,0.2064,0.0533,35 [.]
Jul 06 2022 05:37:53,172,1,2,2,1.17,0.916,0.932,0.838,4,1,0.0845,0.0682,0.1622,-0.0777,-0.0192,32 [.]
Jul 06 2022 05:38:00,148,2,4,4,0.98,0.838,0.832,0.89,4,1,0.1622,0.1678,0.1104,0.0518,0.0141,30 [.]
Jul 06 2022 05:58:26,110,5,1,1,1,0.641,0.763,0.959,2,0,0.6413,0.7633,0.959,-0.3176,-0.5083,01 [.]
Jul 06 2022 05:58:34,177,3,10,5,0.5,0.766,0.864,0.975,4,1,0.2343,0.1361,0.0245,0.2098,0.0543,37 [.]
Jul 06 2022 05:58:43,44,5,16,17,1.07,0.64,0.761,0.96,3,1,0.3599,0.2386,0.0398,0.3201,0.1279,J 日[.]
Jul 06 2022 05:58:52,38,5,17,14,0.83,0.639,0.749,0.958,5,1,0.3606,0.2514,0.0417,0.3189,0.1283,G 王[.]
Jul 06 2022 06:04:38,215,3,10,4,0.36,0.764,0.85,0.973,4,1,0.2357,0.1502,0.0266,0.2091,0.0548,56 [.]
Jul 06 2022 06:04:48,90,5,15,12,0.79,0.638,0.743,0.958,3,1,0.3618,0.2565,0.0425,0.3193,0.1291,1 [.]
Jul 06 2022 06:05:04,297,1,2,5,2.3,0.914,0.987,0.988,4,1,0.086,0.0134,0.0115,0.0745,0.0073,97 [.]
Jul 06 2022 06:05:09,137,1,1,3,2.8,0.914,0.93,0.86,2,0,0.9141,0.9299,0.8601,0.054,0.0958,12 [.]
Jul 06 2022 06:05:49,217,3,1,1,1,0.763,0.846,0.973,2,0,0.7627,0.846,0.9728,-0.2101,-0.3646,58 [.]
Jul 06 2022 06:06:04,253,1,1,1,1,0.914,0.93,0.766,1,0,0.9138,0.9299,0.7663,0.1475,0.2478,74 [.]
Jul 06 2022 06:06:18,58,2,4,7,1.76,0.835,0.83,0.823,4,1,0.1652,0.1697,0.1765,-0.0113,-0.0039,N 已[.]
Jul 06 2022 06:06:24,308,2,7,13,1.8,0.834,0.958,0.962,5,1,0.166,0.0416,0.0382,0.1278,0.0261,创建一个数组 [.]
Jul 07 2022 06:24:21,154,4,8,41,5.18,0.943,0.988,0.991,3,1,0.0569,0.0117,0.0093,0.0476,0.0031,25 [.]
Jul 07 2022 06:25:01,196,4,1,1,1.1,0.695,0.791,0.966,2,0,0.6949,0.7908,0.9658,-0.2709,-0.4499,46 [.]
Jul 07 2022 06:25:13,270,4,1,1,1.45,0.694,0.802,0.968,1,0,0.6945,0.8019,0.9685,-0.274,-0.4557,81 [.]
Jul 07 2022 06:25:25,193,4,11,12,1.07,0.694,0.804,0.97,3,1,0.3057,0.1957,0.0302,0.2755,0.0926,43 [.]
Jul 07 2022 06:25:29,155,4,11,36,3.31,0.964,0.988,0.991,4,1,0.0363,0.0117,0.0086,0.0277,0.0012,26 [.]
Jul 07 2022 06:25:38,192,4,1,1,1,0.694,0.797,0.969,2,0,0.6938,0.7969,0.9688,-0.275,-0.4572,42 [.]
Jul 07 2022 06:26:00,62,6,1,1,1,0.577,0.701,0.958,2,0,0.5774,0.7011,0.9576,-0.3802,-0.5836,X 慈[.]
Jul 07 2022 06:26:33,195,1,1,2,2.14,0.913,0.897,0.734,1,0,0.9127,0.8967,0.7337,0.179,0.2948,45 [.]
